8023.6088,1
8024.258,0.999849
8024.8813,0.999849
8025.5045,1
8026.1277,1
8026.7769,1
8027.4261,1
8028.0754,1
8028.7246,1
8029.3738,1
8030.023,1
8030.6722,1
8031.3214,1
8031.9706,1
8032.6198,1
8033.269,1
8033.9182,1
8034.5674,0.999849
8035.1907,0.999699
8035.6321,0.998795
8035.8918,0.997589
8036.0476,0.994727
8036.1775,0.998343
8036.3073,0.996836
8036.3592,0.99307
8036.4371,0.989303
8036.515,0.989454
8036.567,0.99322
8036.6449,0.996836
8036.7488,0.996685
8036.8007,0.992919
8036.8267,0.989153
8036.8526,0.985386
8036.9046,0.98177
8036.9825,0.985235
8037.0084,0.989002
8037.0604,0.992768
8037.0863,0.996535
8037.1902,0.996384
8037.2422,0.992618
8037.2681,0.989002
8037.3201,0.985235
8037.372,0.982976
8037.4239,0.986742
8037.4759,0.990508
8037.5018,0.994275
8037.5797,0.996535
8037.6317,0.992768
8037.6576,0.989002
8037.6836,0.981469
8037.7096,0.973936
8037.7356,0.970169
8037.7875,0.954275
8037.8914,0.972881
8037.9173,0.980414
8037.9433,0.984181
8037.9693,0.987947
8037.9952,0.997441
8038.0731,0.999247
8038.5146,0.998795
8038.7483,0.997891
8039.034,0.998041
8039.3975,0.999397
8039.9948,0.999849
8040.618,1
8041.2672,1
8041.9164,1
8042.5657,1
8043.2149,1
8043.8641,1
8044.5133,1
8045.1625,1
8045.8117,1
8046.4609,1
8047.1101,1
8047.7593,0.999849
8048.3826,1
8049.0318,1
8049.629,0.999699
8050.2263,1
8050.8755,1
